split,idx,y,lon,lat,date
train,75,1,-4.748197,39.925995,2009-06-30
train,76,1,-8.181716,41.124203,2009-08-28
train,77,1,-6.933164,40.711372,2009-08-30
train,78,1,1.1421515,41.849167,2009-07-01
train,79,1,-0.9622637,40.45965,2009-07-21
train,80,1,-8.020613,41.043648,2009-08-28
train,81,1,-2.7646096,38.28475,2009-09-09
train,82,1,-7.889716,41.093994,2009-03-15
train,83,1,-6.9230947,40.681168,2009-08-18
train,84,1,1.8167726,41.778683,2009-06-28
train,85,1,-2.3115058,39.9562,2009-06-19
train,86,1,-2.0698507,37.13689,2009-06-26
train,87,1,-2.1806092,36.995922,2009-06-27
train,88,1,-7.9702682,41.06379,2009-03-23
train,89,1,-7.305716,41.51689,2009-09-20
train,90,1,-5.9967494,41.51689,2009-08-22
train,91,1,-3.8218517,38.476063,2009-07-21
train,92,1,-7.295647,41.275234,2009-08-18
train,93,1,-0.2775736,38.80834,2009-07-21
train,94,1,-7.899785,41.06379,2009-09-06
train,95,1,-0.65012556,40.751648,2009-07-21
train,96,1,-2.0597816,37.13689,2009-08-15
train,97,1,-8.081027,41.02351,2009-09-06
train,98,1,-6.832474,40.832203,2009-08-18
train,99,1,0.26615086,41.275234,2009-07-17
train,100,1,-6.68144,41.184616,2009-08-22
train,101,1,-5.6644735,37.98268,2009-07-28
train,102,1,1.283117,41.8391,2009-07-16
train,103,1,0.08490939,40.963097,2009-07-21
train,104,1,1.2025652,41.8391,2009-07-02
train,105,1,-7.8796473,41.05372,2009-09-09
train,106,1,-7.4466815,41.285305,2009-03-17
train,107,1,-0.9119188,41.416203,2009-07-28
train,108,1,-6.3995085,38.506268,2009-07-28
train,109,1,-8.171647,41.06379,2009-09-11
train,110,1,-7.325854,41.315514,2009-08-08
train,111,1,-1.5059881,39.019787,2009-07-14
train,112,1,-8.161578,41.06379,2009-03-17
train,113,1,-8.201855,41.073856,2009-08-29
train,114,1,-8.14144,41.043648,2009-03-17
train,115,1,-8.1313715,41.093994,2009-09-04
train,116,1,-0.43867716,40.912754,2009-07-22
train,117,1,-1.536195,41.486683,2009-07-21
train,118,1,-7.1244745,40.862408,2009-09-14
train,119,1,-7.517164,41.013443,2009-09-10
train,120,1,-8.3126135,41.104065,2009-09-08
train,121,1,-8.060889,41.124203,2009-08-29
train,122,1,-0.48902202,40.973167,2009-07-21
train,123,1,-7.537302,41.06379,2009-09-05
train,124,1,-7.1848884,40.822132,2009-08-30
train,125,1,-8.060889,41.03358,2009-09-25
train,126,1,-8.14144,41.124203,2009-08-29
train,127,1,-7.8595095,41.114132,2009-08-25
train,128,1,-7.990406,41.05372,2009-08-28
train,129,1,-8.2219925,41.013443,2009-09-07
train,130,1,-0.6400566,38.77813,2010-09-06
train,131,1,-7.0137157,41.16448,2010-08-12
train,132,1,-7.889716,41.06379,2010-08-15
train,133,1,-7.0942674,40.84227,2010-08-09
train,134,1,-6.6713705,40.751648,2010-07-25
train,135,1,-8.000475,41.03358,2010-08-30
train,136,1,-1.6268158,38.22434,2010-09-06
train,137,1,-7.607785,41.114132,2010-08-04
train,138,1,-7.416475,41.275234,2010-08-12
train,139,1,-7.8595095,41.083927,2010-09-15
train,140,1,-8.171647,41.05372,2010-08-06
train,141,1,-7.4265437,41.32558,2010-08-08
train,142,1,-6.4599223,41.255096,2010-07-29
train,143,1,-7.940061,41.05372,2010-08-06
train,144,1,-8.0407505,41.06379,2010-08-08
train,145,1,-6.8123364,41.43634,2010-08-04
train,146,1,-6.157853,41.265167,2010-08-24
train,147,1,-7.3459916,41.174545,2010-08-03
train,148,1,-7.003647,40.812065,2010-08-10
train,149,1,-8.070958,41.02351,2010-08-29
train,150,1,-5.7248874,39.251373,2010-08-22
train,151,1,-7.205026,41.03358,2010-08-10
train,152,1,-8.151509,41.03358,2010-07-26
train,153,1,-8.161578,41.124203,2011-08-10
train,154,1,-8.171647,41.043648,2011-08-11
train,155,1,-4.738128,40.25827,2011-09-17
train,156,1,-7.4567504,41.02351,2011-08-18
train,157,1,-8.211924,41.05372,2011-08-09
train,158,1,-6.902957,40.973167,2011-08-12
train,159,1,-7.053992,41.305443,2011-09-17
train,160,1,-7.16475,41.32558,2011-08-18
train,161,1,-6.7317843,41.154408,2011-09-14
train,162,1,-7.0338535,40.66103,2011-10-07
train,163,1,-6.963371,41.14434,2011-07-25
train,164,1,-7.1144056,40.822132,2011-10-05
train,165,1,-7.0741296,41.124203,2011-08-18
train,166,1,-6.993578,41.21482,2011-10-05
train,167,1,-7.1345434,41.416203,2011-08-11
train,168,1,-8.2219925,41.093994,2011-08-10
train,169,1,-8.081027,41.05372,2011-08-11
train,170,1,-4.81868,38.063232,2011-08-11
train,171,1,-6.7418537,38.103508,2011-08-18
train,172,1,-7.476888,41.013443,2011-09-08
train,173,1,-6.600888,41.45648,2011-09-10
train,174,1,-5.483232,39.6642,2011-07-16
train,175,1,-7.295647,39.93606,2011-07-18
train,176,1,-7.285578,41.184616,2011-07-19
train,177,1,-6.107508,38.727787,2011-07-18
train,178,1,-6.3088875,41.416203,2011-09-20
train,179,1,-7.1144056,40.862408,2011-09-19
train,180,1,-7.5574403,41.05372,2011-08-17
train,181,1,-7.1144056,40.94296,2011-08-16
train,182,1,-8.14144,41.05372,2011-10-17
train,183,1,-6.862681,41.255096,2011-10-15
train,184,1,-7.0137157,41.14434,2011-10-17
train,185,1,-7.0137157,40.771786,2011-10-05
train,186,1,-6.7821293,41.174545,2011-10-15
train,187,1,-7.1949573,41.446407,2011-08-14
train,188,1,-7.275509,41.204754,2011-10-06
train,189,1,-8.14144,41.114132,2011-10-07
train,190,1,-4.71799,38.727787,2011-07-16
train,191,1,-7.8695784,41.104065,2011-07-14
train,192,1,-6.147784,39.201027,2011-09-06
train,193,1,-6.8224053,40.882545,2011-08-10
train,194,1,-7.154681,41.22489,2011-08-14
train,195,1,-6.902957,41.275234,2011-09-08
train,196,1,-7.205026,41.295372,2011-08-08
train,197,1,-1.0126085,41.82903,2011-06-27
train,198,1,-2.8854373,36.854958,2011-08-17
train,199,1,-4.8287487,38.01289,2011-07-19
train,200,1,-7.0942674,40.801994,2011-09-25
train,201,1,-7.305716,40.993305,2011-10-14
train,202,1,-7.275509,41.315514,2012-09-05
train,203,1,-6.4397845,40.03675,2012-07-17
train,204,1,-7.587647,41.23496,2012-09-14
train,205,1,-4.285024,40.5402,2012-08-26
train,206,1,-7.8796473,41.104065,2012-03-11
train,207,1,-7.1848884,41.174545,2012-09-05
train,208,1,-6.7217155,41.45648,2012-09-15
train,209,1,-6.7519226,39.301716,2012-09-05
train,210,1,-7.0338535,41.285305,2012-09-03
train,211,1,-6.933164,41.204754,2012-09-02
train,212,1,-3.680886,39.734684,2012-08-09
train,213,1,-0.8313671,42.151237,2012-07-01
train,214,1,-5.070404,38.56668,2012-08-23
train,215,1,-1.5059881,42.513718,2012-07-24
train,216,1,-7.3459916,41.21482,2012-09-14
train,217,1,-6.993578,41.05372,2012-09-01
train,218,1,-4.707921,40.127373,2012-08-31
train,219,1,-0.49909097,38.747925,2012-07-11
train,220,1,-7.36613,41.496754,2012-08-29
train,221,1,-1.4153674,39.67427,2012-08-19
train,222,1,-7.1345434,40.983234,2012-08-29
train,223,1,1.5449103,41.69813,2012-06-28
train,224,1,-1.9691609,37.187233,2012-08-24
train,225,1,-7.215095,41.33565,2012-08-13
train,226,1,-4.073576,36.885162,2012-08-23
train,227,1,-5.6846113,39.211098,2012-06-24
train,228,1,-6.318957,40.097168,2012-08-29
train,229,1,-3.4090238,40.84227,2012-08-10
train,230,1,-6.600888,41.466545,2012-08-07
train,231,1,-3.5701275,40.791924,2012-07-11
train,232,1,-6.0168877,41.597443,2012-09-02
train,233,1,-8.101165,41.043648,2012-02-20
train,234,1,-6.802267,41.42627,2012-07-14
train,235,1,-1.6368848,41.677994,2012-08-26
train,236,1,-1.0830914,39.724613,2012-05-31
train,237,1,-6.7821293,41.285305,2012-09-14
train,238,1,-0.7810222,39.785027,2012-06-28
train,239,1,-6.0773015,41.738407,2012-09-02
train,240,1,-7.1949573,41.22489,2012-07-17
train,241,1,-1.888609,37.368473,2012-05-23
train,242,1,-8.161578,41.013443,2012-09-03
train,243,1,-6.953302,41.06379,2012-09-20
train,244,1,-6.0269566,38.033028,2012-07-01
train,245,1,-6.7519226,41.466545,2012-09-03
train,246,1,-4.5568867,39.513165,2012-08-10
train,247,1,-7.003647,41.446407,2012-09-13
train,248,1,-1.0126085,41.879375,2012-07-16
train,249,1,-7.0137157,41.365856,2012-09-18
train,250,1,-7.7789574,41.124203,2012-09-03
train,251,1,-2.3115058,42.513718,2012-08-20
train,252,1,0.1151163,40.87248,2012-07-18
train,253,1,-1.7778504,38.40558,2012-06-30
train,254,1,-4.768335,38.063232,2013-09-23
train,255,1,-7.3963366,41.43634,2013-06-29
train,256,1,-1.918816,37.388615,2013-07-09
train,257,1,-5.171094,38.325027,2013-07-01
train,258,1,-3.680886,40.63082,2013-08-21
train,259,1,-6.167922,41.557167,2013-08-21
train,260,1,-6.18806,39.331924,2013-08-09
train,261,1,-7.4064054,41.32558,2013-08-14
train,262,1,-5.6443357,38.939236,2013-09-25
train,263,1,-5.8255773,39.442684,2013-07-25
train,264,1,-7.889716,41.05372,2013-08-22
train,265,1,-3.3788168,37.892063,2013-07-06
train,266,1,-7.1244745,41.003372,2013-08-27
train,267,1,-7.1345434,40.03675,2013-08-10
train,268,1,-8.322682,41.104065,2013-08-29
train,269,1,-7.315785,41.446407,2013-08-15
train,270,1,-6.3793707,39.221165,2013-06-24
train,271,1,-8.111234,41.124203,2013-08-26
train,272,1,-1.1233672,39.019787,2013-07-24
train,273,1,-5.2013006,37.197304,2013-08-07
train,274,1,-7.16475,40.963097,2013-08-28
train,275,1,-3.338541,40.95303,2013-07-30
train,276,1,-4.3555074,40.479786,2013-08-02
train,277,1,-3.4291618,38.60696,2013-07-16
train,278,1,-4.446128,40.22806,2013-07-15
train,279,1,-6.7519226,40.812065,2013-08-20
train,280,1,-3.0968857,37.730957,2013-07-08
train,281,1,-7.0439224,41.03358,2013-08-18
train,282,1,-7.617854,39.26144,2013-08-07
train,283,1,-7.8293023,41.104065,2013-08-30
train,284,1,-8.181716,41.06379,2013-08-11
train,285,1,-7.8595095,41.13427,2013-09-08
train,286,1,-8.201855,41.13427,2013-08-27
train,287,1,-7.940061,41.104065,2013-08-25
train,288,1,-7.154681,41.013443,2013-08-27
train,289,1,-7.929992,41.073856,2013-08-24
train,290,1,-7.003647,40.963097,2013-08-26
train,291,1,-7.305716,41.16448,2013-09-13
train,292,1,-6.993578,40.85234,2013-08-27
train,293,1,-7.285578,41.114132,2013-08-25
train,294,1,-8.101165,41.02351,2013-08-11
train,295,1,-7.0841985,39.67427,2013-06-22
train,296,1,-7.8595095,41.093994,2013-08-10
train,297,1,-7.1748195,41.446407,2013-08-28
train,298,1,-7.617854,41.114132,2013-08-10
train,299,1,-7.3862677,41.50682,2013-08-20
train,300,1,-7.4064054,41.466545,2013-08-21
train,301,1,-7.376199,38.838543,2013-07-09
train,302,1,-6.9230947,41.265167,2013-09-02
train,303,1,-7.990406,41.06379,2013-08-25
train,304,1,-7.225164,41.305443,2013-08-26
train,305,1,-7.2352333,41.204754,2013-07-13
train,306,1,-6.963371,41.23496,2013-07-07
train,307,1,-7.0741296,41.285305,2013-08-16
train,308,1,-7.0237846,41.255096,2013-08-12
train,309,1,-7.929992,37.952477,2013-07-04
train,310,1,-7.6984057,37.569855,2013-07-05
train,311,1,-7.617854,41.043648,2013-07-31
train,312,1,-7.5473714,39.231236,2013-08-07
train,313,1,-7.275509,41.093994,2013-09-22
train,314,1,-5.271784,39.76489,2014-07-30
train,315,1,-6.792198,41.124203,2014-07-28
train,316,1,-0.9924706,39.734684,2014-05-13
train,317,1,-6.8224053,40.87248,2014-08-17
train,318,1,-6.0773015,41.51689,2014-07-10
train,319,1,-1.5261261,42.433167,2014-07-17
train,320,1,-3.338541,40.771786,2014-06-30
train,321,1,-0.33798742,38.818405,2014-09-15
train,322,1,-7.0640607,41.23496,2014-05-13
train,323,1,-2.1201954,37.04627,2014-04-19
train,324,1,-7.003647,41.50682,2014-07-15
train,325,1,-6.963371,40.95303,2014-05-13
train,326,1,-6.157853,39.29165,2014-06-26
train,327,1,-3.1572995,40.95303,2014-07-16
train,328,1,-7.0942674,41.003372,2014-05-14
train,329,1,-6.560612,40.05689,2014-08-03
train,330,1,-3.9527483,36.83482,2014-06-28
train,331,1,-6.933164,40.681168,2014-09-01
train,332,1,-7.376199,41.043648,2014-07-31
train,333,1,-4.748197,38.022957,2014-06-08
train,334,1,-7.0741296,41.043648,2014-07-16
train,335,1,-7.376199,38.12365,2014-07-10
train,336,1,-6.691509,37.730957,2014-07-26
train,337,1,-8.050819,41.104065,2015-04-01
train,338,1,-6.7015777,40.983234,2015-08-21
train,339,1,-6.8123364,41.16448,2015-09-03
train,340,1,-4.385714,39.211098,2015-08-05
train,341,1,-3.3788168,36.814682,2015-07-07
train,342,1,-7.0841985,41.02351,2015-08-05
train,343,1,-0.9924706,42.20158,2015-07-03
train,344,1,-7.597716,41.21482,2015-09-07
train,345,1,-3.1572995,37.741028,2015-07-05
train,346,1,-8.211924,41.013443,2015-08-09
train,347,1,-7.7487507,41.114132,2015-04-06
train,348,1,-0.54943585,40.016613,2015-07-06
train,349,1,-6.067232,42.030407,2015-08-28
train,350,1,-8.0407505,41.06379,2015-09-07
train,351,1,-3.006265,41.607513,2015-07-27
train,352,1,-1.9993677,42.01027,2015-08-25
train,353,1,-5.9665427,39.352062,2015-07-10
train,354,1,-7.1244745,39.714546,2015-07-09
train,355,1,-5.422818,39.75482,2015-06-03
train,356,1,-3.4492998,38.56668,2015-08-27
train,357,1,-0.56957376,42.1311,2015-07-07
train,358,1,-8.121303,41.05372,2015-04-04
train,359,1,-7.416475,41.34572,2015-08-21
train,360,1,-5.79537,39.221165,2015-07-09
train,361,1,-4.768335,38.053165,2015-05-27
train,362,1,1.7362207,41.657856,2015-07-25
train,363,1,-6.590819,41.16448,2015-09-13
train,364,1,-8.181716,41.06379,2015-08-06
train,365,1,-7.0338535,41.02351,2015-07-06
train,366,1,-5.5134387,39.27151,2015-08-09
train,367,1,-3.1270926,40.87248,2015-07-06
train,368,1,-8.0407505,41.05372,2015-08-10
train,369,1,-3.288196,37.378544,2015-06-18
train,370,1,-6.943233,40.85234,2015-07-02
train,371,1,-7.245302,41.174545,2015-07-25
train,372,1,-8.232061,41.083927,2016-08-06
train,373,1,-5.7148185,39.785027,2016-08-06
train,374,1,-1.8483332,38.526405,2016-06-30
train,375,1,-7.416475,41.285305,2016-06-26
train,376,1,1.1421515,41.51689,2016-06-22
train,377,1,-5.9665427,40.620754,2016-09-05
train,378,1,-6.902957,38.98958,2016-06-18
train,379,1,-8.0407505,41.06379,2016-08-07
train,380,1,-0.37826332,42.191513,2016-08-09
train,381,1,-7.8595095,41.13427,2016-08-09
train,382,1,-6.3995085,41.275234,2016-08-30
train,383,1,-6.7821293,41.154408,2016-07-28
train,384,1,-6.490129,41.265167,2016-07-23
train,385,1,-6.3390946,37.761166,2016-08-27
train,386,1,-7.305716,39.74475,2016-07-25
train,387,1,-6.198129,38.798267,2016-07-20
train,388,1,-8.070958,41.02351,2016-09-04
train,389,1,-1.6972986,42.5842,2016-08-24
train,390,1,-7.154681,40.85234,2016-08-19
train,391,1,-7.245302,41.124203,2016-08-08
train,392,1,-7.95013,41.083927,2016-08-08
train,393,1,-6.792198,41.21482,2016-09-05
train,394,1,-8.010544,41.13427,2016-08-10
train,395,1,-7.16475,40.882545,2016-08-09
train,396,1,-6.7720604,41.104065,2016-07-21
train,397,1,-6.832474,40.751648,2016-09-20
train,398,1,-6.590819,39.946133,2016-06-23
train,399,1,-7.567509,41.03358,2016-08-11
train,400,1,-7.205026,41.104065,2016-08-27
train,401,1,-7.4064054,41.305443,2016-08-12
train,402,1,-3.8319206,38.818405,2016-06-25
train,403,1,-0.97233266,41.849167,2016-07-10
train,404,1,-7.95013,38.57675,2016-07-17
train,405,1,-6.5001984,37.69068,2016-08-07
train,406,1,-7.255371,41.124203,2016-09-05
train,407,1,-6.429715,38.858685,2016-07-19
train,408,1,-7.8796473,41.073856,2016-10-08
train,409,1,-7.205026,41.02351,2016-08-12
train,410,1,-6.3995085,40.489857,2016-08-09
train,411,1,-4.1037827,39.039925,2016-08-27
train,412,1,-1.6771606,38.22434,2016-06-09
train,413,1,-6.4095774,38.506268,2016-08-30
train,414,1,-5.543646,39.88572,2016-08-17
train,415,1,-7.154681,40.832203,2016-08-06
train,416,1,-7.7084746,37.93234,2016-06-03
train,417,1,-8.1313715,41.06379,2016-08-05
train,418,1,-1.7174366,39.704475,2016-10-05
train,419,1,-5.9262667,42.030407,2016-07-19
train,420,1,-7.889716,41.083927,2016-08-06
train,421,1,-7.9199233,41.083927,2016-08-11
train,422,1,-0.54943585,40.701305,2016-08-23
train,423,1,-0.9119188,41.869305,2016-08-20
train,424,1,-4.697852,37.348335,2016-06-19
train,425,1,-6.4599223,39.412476,2016-07-22
train,426,1,-7.2352333,41.03358,2016-09-06
train,427,1,-7.3359227,41.24503,2016-07-18
train,428,1,-7.990406,41.13427,2016-08-06
train,429,1,-6.4095774,39.654133,2016-07-07
train,430,1,-7.4970264,41.043648,2016-08-09
train,431,1,-6.3995085,41.295372,2017-08-26
train,432,1,-7.0942674,41.567238,2017-07-15
train,433,1,-6.9835086,40.76172,2017-10-14
train,434,1,-6.1377153,37.79137,2017-08-12
train,435,1,-1.7476435,39.623924,2017-07-30
train,436,1,-6.842543,40.902683,2017-08-26
train,437,1,-7.0338535,41.154408,2017-07-17
train,438,1,-8.101165,41.02351,2017-08-19
train,439,1,-7.1446123,41.184616,2017-06-20
train,440,1,-5.805439,38.073303,2017-07-29
train,441,1,-5.845715,38.143787,2017-06-23
train,442,1,-6.469991,37.751095,2017-09-07
train,443,1,-7.215095,41.104065,2017-07-16
train,444,1,-7.8695784,41.104065,2017-08-16
train,445,1,-2.633713,38.264614,2017-08-02
train,446,1,-6.852612,41.194683,2017-08-13
train,447,1,-6.691509,40.822132,2017-09-06
train,448,1,-6.5102673,41.265167,2017-10-15
train,449,1,-6.540474,40.06696,2017-06-23
train,450,1,-7.315785,41.02351,2017-08-26
train,451,1,-6.4397845,38.86875,2017-07-13
train,452,1,-6.3693013,38.22434,2017-06-18
train,453,1,-6.953302,41.446407,2017-08-17
train,454,1,1.967807,41.788754,2017-08-04
train,455,1,-8.24213,41.02351,2017-08-02
train,456,1,-7.1244745,41.32558,2017-07-22
train,457,1,-7.305716,41.16448,2017-07-22
train,458,1,-7.0237846,40.993305,2017-08-25
train,459,1,-6.6109567,37.69068,2017-07-02
train,460,1,-6.006819,40.107235,2017-08-22
train,461,1,-2.241023,40.46972,2017-08-08
train,462,1,-6.953302,41.06379,2017-08-25
train,463,1,-5.543646,42.453304,2017-11-06
train,464,1,-7.1244745,40.902683,2017-08-14
train,465,1,-7.9702682,41.124203,2017-08-19
train,466,1,-6.7821293,41.16448,2017-07-15
train,467,1,-6.6713705,41.496754,2017-09-05
train,468,1,-6.218267,41.53703,2017-06-19
train,469,1,-7.1043363,40.812065,2017-08-24
train,470,1,-4.7784038,38.063232,2017-06-15
train,471,1,-8.1313715,41.02351,2017-08-19
train,472,1,-6.943233,40.76172,2017-09-02
train,473,1,-6.167922,41.597443,2017-07-28
train,474,1,-7.0338535,41.446407,2017-07-14
train,475,1,-6.4397845,41.285305,2017-08-25
train,476,1,-5.69468,38.073303,2017-06-23
train,477,1,-3.9628172,41.35579,2017-07-03
train,478,1,-5.3221283,40.05689,2017-11-20
train,479,1,-6.892888,39.734684,2017-08-07
train,480,1,-7.315785,37.50944,2017-06-06
train,481,1,-6.429715,37.700752,2017-08-09
train,482,1,-6.852612,38.919098,2017-10-06
train,483,1,-7.4265437,41.45648,2017-07-15
train,484,1,-5.956474,40.137444,2017-09-29
train,485,1,-2.5330234,39.412476,2017-10-14
train,486,1,-6.993578,38.848614,2017-07-15
train,487,1,-7.053992,41.24503,2017-07-28
train,488,1,-7.0237846,40.95303,2017-08-25
train,489,1,-7.0439224,41.305443,2017-09-06
train,490,1,-6.48006,41.476616,2017-08-12
train,491,1,-5.3624043,39.170822,2017-06-22
train,492,1,-6.3894396,39.0802,2017-06-29
train,493,1,-7.0841985,40.84227,2017-08-14
train,494,1,-7.1144056,40.973167,2017-08-04
train,495,1,-6.8123364,40.832203,2017-10-24
train,496,1,-8.332751,41.06379,2017-09-01
train,497,1,-7.899785,41.13427,2017-08-20
train,498,1,-6.147784,41.949856,2017-08-02
train,499,1,-7.0741296,41.114132,2017-10-04
train,500,1,-7.5473714,41.05372,2017-10-12
train,501,1,-8.171647,41.093994,2017-10-06
train,502,1,-6.9835086,41.104065,2017-08-08
train,503,1,-3.8017137,38.838543,2017-06-25
train,504,1,-7.295647,41.114132,2017-08-25
train,505,1,-6.117577,38.40558,2017-10-23
train,506,1,-6.570681,39.009716,2017-11-13
train,507,1,-6.3592324,41.295372,2017-09-02
train,508,1,-8.14144,41.05372,2017-08-23
train,509,1,-6.9734397,40.771786,2017-08-25
train,510,1,-7.003647,40.963097,2017-08-13
train,511,1,-5.885991,40.197857,2018-02-22
train,512,1,-6.913026,41.35579,2018-08-22
train,513,1,-8.171647,41.05372,2018-10-02
train,514,1,-5.453025,38.476063,2018-07-17
train,515,1,-7.0439224,40.973167,2018-10-01
train,516,1,-3.4492998,38.465992,2018-08-03
train,517,1,-7.0137157,38.848614,2018-06-12
train,518,1,-3.9527483,39.100338,2018-07-01
train,519,1,-6.550543,37.730957,2018-08-01
train,520,1,-5.9967494,41.496754,2018-09-04
train,521,1,-7.0237846,41.446407,2018-08-02
train,522,1,-6.8224053,37.761166,2018-08-04
train,523,1,-6.8224053,41.154408,2018-08-14
train,524,1,-6.7418537,41.466545,2018-10-01
train,525,1,-6.107508,38.345165,2018-10-04
train,526,1,-6.0773015,41.496754,2018-09-06
train,527,1,-0.6601945,41.33565,2018-05-13
train,528,1,-7.0237846,41.295372,2018-08-15
train,529,1,-6.3693013,38.325027,2018-07-07
train,530,1,-8.121303,41.02351,2018-12-29
train,531,1,-1.0327464,41.375927,2019-06-28
train,532,1,-3.5801964,40.892616,2019-07-23
train,533,1,-8.060889,41.043648,2019-09-07
train,534,1,-3.9628172,40.187786,2019-05-29
train,535,1,-8.151509,41.124203,2019-09-05
train,536,1,-8.232061,41.003372,2019-03-28
train,537,1,-1.9993677,39.67427,2019-07-29
train,538,1,-0.79109114,38.727787,2019-07-14
train,539,1,-7.0439224,41.285305,2019-08-15
train,540,1,-6.933164,37.80144,2019-06-15
train,541,1,-8.14144,41.05372,2019-09-07
train,542,1,-7.5473714,41.104065,2019-07-16
train,543,1,-6.7720604,41.02351,2019-08-31
train,544,1,-0.54943585,41.778683,2019-07-22
train,545,1,-1.8281952,39.795097,2019-09-08
train,546,1,-6.9835086,38.89896,2019-06-01
train,547,1,-6.953302,38.828476,2019-05-22
train,548,1,-7.1848884,41.06379,2019-07-16
train,549,1,-5.221439,38.68751,2019-05-28
train,550,1,-3.6708171,38.59689,2019-07-21
train,551,1,-7.0640607,41.285305,2019-09-01
train,552,1,-7.7084746,41.154408,2019-09-03
train,553,1,-6.3290257,38.30489,2019-08-01
train,554,1,-7.587647,37.881992,2019-05-28
train,555,1,-8.0407505,41.104065,2019-09-07
train,556,1,-4.395783,40.2482,2019-06-27
train,557,1,-7.517164,38.163925,2019-05-23
train,558,1,-5.130818,38.798267,2019-05-28
train,559,1,-4.053438,38.617027,2019-07-18
train,560,1,-6.792198,41.114132,2019-09-10
train,561,1,-8.252199,41.114132,2019-09-06
train,562,1,-4.1541276,39.87565,2019-06-27
train,563,1,-4.375645,40.509995,2019-06-02
train,564,1,-7.285578,41.114132,2019-08-20
train,565,1,-6.842543,41.13427,2019-09-10
train,566,1,-6.933164,42.53386,2006-09-07
train,567,1,-6.882819,42.624477,2006-08-05
train,568,1,-7.26544,41.587376,2006-08-09
